file_id,emotion,duration,energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
03-01-05-01-01-02-06,angry,3.970625,0.004236756823956966,0.146140625,2465.349824541767,1866.4965392520614,-596.472,44.64234,-7.69975,15.693391,-11.609744,-8.31067,-12.100741,-8.339928,0.4735499,-2.512961,-2.9470303,-3.3552365,-3.169409
03-01-05-01-02-01-06,angry,4.2041875,0.005951207596808672,0.18171460700757575,2568.350358310356,1716.5243740889991,-565.2773,32.27782,-22.362947,5.276291,-20.741209,-14.364921,-15.634045,-12.728439,0.20145352,-6.973264,-5.257574,-6.762985,-5.408507
03-01-05-01-02-02-06,angry,3.9039375,0.0075745475478470325,0.1758172707479508,2620.0429947411344,1794.4757959126516,-534.7098,26.190739,-15.9705715,3.4786222,-15.785672,-12.873132,-10.663213,-12.332955,-0.85393006,-5.6583633,-5.1495876,-5.3817935,-4.2424183
03-01-05-02-01-01-06,angry,4.104125,0.07120998948812485,0.19318147407945738,2559.8563413733486,1777.859597838454,-336.94797,12.966651,-45.97118,-4.9606876,-23.827877,-13.893803,-12.970937,-12.712458,2.9693465,0.21850953,10.230302,11.913002,4.03264
03-01-05-02-01-02-06,angry,4.2041875,0.06582438945770264,0.22007797703598486,2547.6310679755293,1743.387094555469,-346.96823,10.90022,-42.830936,-2.6747918,-22.28579,-13.74078,-11.786967,-10.877588,-0.7031382,-0.08984144,8.840226,11.828722,5.3499384
03-01-05-02-02-01-06,angry,4.4378125,0.05739287659525871,0.1975080092176259,2564.5635605271987,1862.9920598587603,-358.869,14.091246,-39.15766,-6.4733663,-24.298544,-14.422859,-10.983537,-15.500228,0.9392807,-9.465787,-2.198398,2.7653162,7.34146
03-01-05-02-02-02-06,angry,4.471125,0.05470206215977669,0.2154820033482143,2484.9382176072413,1775.8456419104127,-368.74887,11.560404,-38.660706,-1.7628702,-23.338993,-9.925304,-11.704108,-16.325634,-1.2099999,-9.921151,-1.29885,10.396902,16.384636
03-01-06-01-01-01-06,fearful,3.637,0.002307543531060219,0.12129505893640351,2556.8238587701444,1933.6768070675569,-664.5424,41.395508,-15.009858,8.878958,-6.2306466,-10.310439,-12.799093,-5.9088163,0.16995363,-6.8601956,-6.313652,-3.9954505,-4.274266
03-01-06-01-01-02-06,fearful,3.4368125,0.002384248422458768,0.16298647280092593,2516.495058052213,1812.3995541059326,-636.6642,40.62481,-24.778294,17.984503,-9.523387,-10.05996,-17.691654,-8.3167715,4.345556,-8.240005,-8.9203615,2.1763835,-4.732014
03-01-06-01-02-01-06,fearful,3.57025,0.003291154047474265,0.1292724609375,2382.3387822702457,1905.0494004569123,-637.1939,43.198547,-22.372606,5.985633,-14.735842,-18.55071,-20.68014,-13.5692425,0.46242422,-11.591708,-7.4702725,-6.5396714,-4.7157807
03-01-06-01-02-02-06,fearful,3.5035,0.003038555383682251,0.15399946732954545,2636.758740200247,1930.2373242530202,-640.374,38.758682,-13.778367,10.276401,-6.5709705,-14.8307705,-14.745133,-7.4080205,-0.23421852,-7.878497,-7.8336654,-6.0441327,-7.8514447
03-01-06-02-01-01-06,fearful,3.637,0.060890328139066696,0.25720429002192985,2813.8499201381546,1828.089693868311,-360.59988,-5.893329,-53.644497,-9.747809,-20.411203,-26.258566,-19.727571,-7.784322,13.670109,11.815971,12.358337,15.537377,-11.1591015
03-01-06-02-01-02-06,fearful,3.603625,0.05609041079878807,0.2526963495575221,2709.0945433092566,1806.0893086143349,-365.17386,-7.7605324,-50.07568,-10.170287,-24.459362,-25.257164,-11.182941,-4.6132245,16.733778,17.196276,3.2784965,3.02973,-12.927099
03-01-06-02-02-01-06,fearful,3.7370625,0.04074474051594734,0.2676031650641026,2798.1104674441003,1853.639003968555,-381.97748,-2.4371085,-46.81701,-8.60586,-22.558596,-28.866951,-16.940458,-13.162776,9.811552,4.490883,5.9142294,15.944368,-2.2636092
03-01-06-02-02-02-06,fearful,3.7370625,0.07798991352319717,0.267711672008547,2836.628774160463,1848.798430578322,-323.70227,-0.053745743,-52.267673,-16.059706,-18.333372,-24.736963,-6.887396,-0.5774869,21.637259,10.96302,-4.675976,6.561769,-10.845923
03-01-07-01-01-01-06,disgust,3.5035,0.0011480528628453612,0.1420720880681818,2443.9046766162546,1798.6417699690485,-669.139,48.705383,-8.39765,4.006261,-11.126508,-12.477732,-18.591923,-6.9079647,-5.7428555,-3.9842007,-7.5513964,-7.9433827,-5.751978
03-01-07-01-01-02-06,disgust,4.2709375,0.0008342062355950475,0.14269837336753732,2536.448190141664,1835.4486464273202,-701.1556,37.657135,-1.8047651,9.150865,-6.471763,-6.355768,-14.403963,-3.407294,0.46570644,-5.021969,-3.749593,-2.552085,-2.7487266
03-01-07-01-02-01-06,disgust,3.7370625,0.0012234976748004556,0.11182475293803419,2484.577847975848,1769.578258393507,-748.3417,39.77453,3.1611543,-4.690196,-2.0804377,-11.898089,-16.04433,-3.818268,-4.2119617,-4.9726996,-3.7158306,-5.788236,-4.403186
03-01-07-01-02-02-06,disgust,3.9373125,0.0011049130698665977,0.14210165700604838,2022.890586241907,1455.8221206191095,-716.5735,39.331154,-4.0484185,-0.8047945,-3.8317838,-14.671719,-17.900639,-3.1100929,-5.5613046,-9.144267,-3.0142162,-5.314947,-5.011976
03-01-07-02-01-01-06,disgust,4.3043125,0.0066280486062169075,0.1629123263888889,2492.723392209574,1794.183978336467,-550.25824,20.923779,-18.647491,2.3614764,-21.342539,-16.455135,-10.849413,-9.61225,-3.4735396,-6.991235,-8.971849,-7.769033,-2.2505975
03-01-07-02-01-02-06,disgust,3.9373125,0.003400800283998251,0.10335811491935484,2226.2263780601966,1599.8799284532734,-647.59283,31.169287,-22.472237,0.20458539,-19.207363,-14.211049,-13.093743,-7.3773746,-3.467989,-6.2627773,-3.4256766,-8.893561,-1.8558736
03-01-07-02-02-01-06,disgust,4.037375,0.005031945183873177,0.14345087967519685,2468.4140956640636,1865.567999359084,-587.9243,40.79913,-16.950348,2.6558778,-11.06362,-18.62912,-12.138083,-5.0375376,-3.5628476,-10.152375,-1.7982751,-7.8192644,-5.2889686
03-01-07-02-02-02-06,disgust,3.970625,0.003604230470955372,0.1266796875,2272.0088234381915,1971.5701261970357,-639.05646,47.15852,-0.20955256,2.7670717,-5.6782956,-8.627986,-5.0787024,-0.6905565,1.0041654,1.9004307,3.59062,0.75583464,1.2224271
03-01-08-01-01-01-06,surprised,3.2365625,0.0018476303666830063,0.08091107536764706,2073.268763108877,1669.3686572996646,-719.55707,47.868977,-13.726937,5.5739903,-8.375384,-8.954642,-13.123572,-5.6421514,-1.5260491,-5.6830325,-4.5613933,-5.7969337,-6.2397857
03-01-08-01-01-02-06,surprised,3.2365625,0.002348819747567177,0.08003504136029412,2118.3825531566426,1614.5383513758698,-702.41907,43.96884,-17.598122,4.0435433,-11.495463,-10.516462,-16.21369,-9.27514,-1.8677509,-10.073233,-3.975565,-7.3853226,-7.589369
03-01-08-01-02-01-06,surprised,3.20325,0.0025431637186557055,0.10419728496287128,2654.7942617895797,2002.2860681214447,-681.1553,42.9335,-14.333994,-0.17605886,-11.106392,-14.335529,-16.586544,-7.589014,-0.91732615,-9.436932,-4.0260468,-8.585684,-8.438342
03-01-08-01-02-02-06,surprised,3.1365,0.002410115906968713,0.11885949337121213,2457.4966862447673,1942.3857734639244,-668.7952,53.175602,-9.64043,8.965497,-9.00342,-16.523928,-17.299828,-3.7206106,1.5456555,-7.4926796,-4.204806,-2.4625456,-6.0206738
03-01-08-02-01-01-06,surprised,3.2365625,0.0021716542541980743,0.14186485140931374,2485.6031286472216,1863.2255837732678,-668.01373,50.113564,-17.202984,12.957024,-14.370931,-15.090341,-16.919123,-2.2617664,-0.83393615,-9.465143,-5.9239087,-7.114152,-10.024807
03-01-08-02-01-02-06,surprised,3.3700625,0.007477165199816227,0.14187794811320756,2637.9826688599037,1910.3443371661285,-567.57025,25.94285,-32.024933,-2.7772615,-19.518242,-13.76801,-16.623062,-11.897876,-0.54700357,-8.17458,-4.8518066,-3.6624622,-4.10977
03-01-08-02-02-01-06,surprised,3.3033125,0.007484726142138243,0.16208589993990385,2677.210590397073,1961.4991956741533,-576.9474,25.66902,-27.087206,3.2883832,-15.572444,-16.410679,-19.728874,-10.434699,-0.014082615,-11.785304,-3.8280165,-4.12402,-3.6163113
03-01-08-02-02-02-06,surprised,3.20325,0.007775648031383753,0.16451693997524752,2649.2775370115223,1892.8283977383467,-573.8674,30.707664,-29.165796,-2.28837,-14.728483,-15.570543,-18.875763,-12.98008,2.4489093,-10.969989,-9.443984,-3.3795028,-3.871162
03-01-01-01-01-01-07,neutral,3.9039375,0.0027531601954251528,0.11722352074795082,2305.5597912843314,1835.6808949351928,-635.7303,66.64235,3.5130155,21.606144,0.3318801,-3.955326,-12.175788,0.7956139,-4.148572,-4.5119367,-1.1751225,1.7581664,-6.763694
03-01-01-01-01-02-07,neutral,3.8038125,0.00292454706504941,0.11742548581932773,2193.7557962685974,1866.0116788807197,-632.01624,69.62291,4.964183,22.88582,0.907671,-3.3777301,-12.783045,1.9864434,-2.3470025,-3.628786,2.0868502,3.2970006,-6.187919
03-01-01-01-02-01-07,neutral,4.1375,0.003143138950690627,0.13097205528846154,2354.164933289142,1886.2016327773065,-638.97345,62.944756,2.7551916,16.359438,3.1612182,-6.3979335,-16.059458,-3.5141544,-5.699246,-6.6577106,-3.3297017,0.06959098,-8.749659
03-01-01-01-02-02-07,neutral,3.7370625,0.0025143150705844164,0.14650524172008547,2303.6847952991607,1864.9495612327762,-634.40247,69.39665,9.47291,18.714777,1.2568194,-3.536003,-13.316625,3.7618563,-5.3737407,-2.9918873,1.5820079,1.2589875,-4.46294
03-01-02-01-01-01-07,calm,3.470125,0.001859606709331274,0.08420387758027523,1818.7242367325093,1662.0771908113763,-675.83264,73.553406,1.8727225,19.657969,4.7781787,-4.179772,-9.745137,1.0455543,-1.2366952,-4.075654,3.0384216,1.3974004,-4.7254605
03-01-02-01-01-02-07,calm,3.7370625,0.0016247115563601255,0.08483156383547008,2212.4241856939443,1788.791355514349,-688.2633,75.193474,-2.650864,17.441015,2.7711966,-4.0203004,-11.15055,0.58437955,-1.7357153,-4.418799,1.0716953,2.1687083,-5.9849224
03-01-02-01-02-01-07,calm,3.5035,0.0018991223769262433,0.08741566051136364,1958.2046592581653,1878.294706874208,-666.94196,79.34747,9.656794,22.574507,11.99211,5.019944,-8.057226,2.4750626,1.8195974,0.8127408,2.530608,7.5874457,-2.3078866
03-01-02-01-02-02-07,calm,3.536875,0.0019931646529585123,0.11520798141891891,2282.539430132401,1882.6392948275109,-667.7138,73.50052,-2.234195,18.499887,5.06635,-0.78475505,-13.425662,-2.9788082,-1.4571016,-5.753365,-0.17558224,2.854231,-7.2222543
03-01-02-02-01-01-07,calm,4.004,0.0018163168570026755,0.1354709201388889,2248.9559180148735,1794.999334491785,-615.2409,60.126278,0.43396783,29.36938,5.0417404,-10.054567,-16.626442,6.851469,-3.7323198,0.6006609,0.5301097,2.3461816,-4.7156234
03-01-02-02-01-02-07,calm,3.8705625,0.0019440889591351151,0.1695021952479339,2211.221961062738,1610.128135946572,-635.56903,59.063095,0.89413077,22.7331,-1.5706946,-2.0811129,-19.962214,-4.531696,-3.258118,-5.0896654,-1.9235976,2.1674876,-8.600388
03-01-02-02-02-01-07,calm,4.2709375,0.002421875484287739,0.15987567047574627,2237.1787216416146,1807.5625013065883,-627.13403,65.550804,6.00674,22.016056,3.3704894,-4.424616,-15.363928,-3.0885067,-5.439227,-3.0934198,-4.022639,1.4353026,-7.592077
03-01-02-02-02-02-07,calm,4.104125,0.001972959376871586,0.09881828367248062,1906.569507600695,1721.260326135059,-648.70483,81.64364,1.6202123,21.952929,1.3926615,-6.012227,-17.229715,0.3876812,-0.18807577,-0.35490128,-0.96942407,6.1134653,-3.128282
03-01-03-01-01-01-07,happy,3.5035,0.002071880269795656,0.12743696732954546,2235.582931971409,1896.9921832592188,-632.3217,64.89353,-3.9959376,26.71394,3.550713,1.1179938,-10.496493,0.24548812,3.544962,-0.39792964,2.4704068,5.513243,-7.070947
03-01-03-01-01-02-07,happy,3.470125,0.003592428285628557,0.09500878010321101,2132.0711644842945,1861.1571833946853,-620.89594,69.56062,-7.9718747,20.446047,-2.2007651,-6.9925146,-12.893934,-0.39036813,-0.7988534,-5.367801,1.6073257,2.060341,-4.6158724
03-01-03-01-02-01-07,happy,3.4034375,0.004168668761849403,0.14188905519859812,2219.168696432695,1852.791894708854,-595.89056,63.589306,-9.411206,18.322073,0.09844675,-6.3519,-16.387861,-2.345813,0.30020526,-6.4987907,0.75135416,4.198566,-7.893285
03-01-03-01-02-02-07,happy,3.4034375,0.004168668761849403,0.14188905519859812,2219.168696432695,1852.791894708854,-595.89056,63.589306,-9.411206,18.322073,0.09844675,-6.3519,-16.387861,-2.345813,0.30020526,-6.4987907,0.75135416,4.198566,-7.893285
03-01-03-02-01-01-07,happy,4.104125,0.016393085941672325,0.11135083575581395,1869.1694540013825,1755.2236493330602,-464.45428,57.57674,-15.872268,14.366168,-5.065618,-18.061317,-11.787946,-11.245174,-1.8937128,-3.0330298,-1.2423499,6.631173,-4.904072
03-01-03-02-01-02-07,happy,4.037375,0.018637992441654205,0.1774306409940945,2228.0862943068337,1779.2128321454475,-420.49442,40.392742,-12.384113,16.702682,-7.264413,-16.920809,-12.030254,-6.762126,-4.1266026,-4.490369,-3.272142,1.4626479,-6.1233387
03-01-03-02-02-01-07,happy,4.037375,0.014534699730575085,0.11778343380905512,2001.1215588601988,1707.2396061313773,-475.15323,55.483166,-22.614117,17.12826,-9.257338,-17.554596,-12.07477,-14.298906,-0.1942652,-7.72415,-3.679808,2.176881,-7.3696046
03-01-03-02-02-02-07,happy,3.8371875,0.022871315479278564,0.13951822916666667,1951.092329837177,1770.561835468015,-438.73807,43.27015,-14.836162,11.640579,0.5045267,-19.94742,-10.5580225,-5.9953694,-3.7929351,-2.0809767,-4.8786306,4.364123,-6.457134
03-01-04-01-01-01-07,sad,3.536875,0.0016061513451859355,0.08320136542792793,2098.678417948188,1784.7453908602472,-704.88043,65.65913,-1.4564687,15.306174,-0.43156067,-2.6322732,-11.766353,-9.173389,-3.7443287,-5.288132,-6.863573,-0.2990265,-4.23273
03-01-04-01-01-02-07,sad,3.603625,0.0017546858871355653,0.08872891316371681,2026.8269079535714,1904.1161102048977,-676.2533,76.004974,3.221962,24.237043,3.868573,0.15132368,-8.237604,-7.7623634,0.49394116,-3.7325616,-0.41294786,4.5169334,-3.6469223
03-01-04-01-02-01-07,sad,3.536875,0.0017530587501823902,0.08805778434684684,2075.840384808432,1780.21241060938,-692.16315,72.940765,5.378397,13.427265,0.83800626,-1.2639902,-13.054342,-8.599126,-2.2801633,-5.8171687,-5.284376,1.6741529,-7.6088552
03-01-04-01-02-02-07,sad,3.8705625,0.00404665432870388,0.12813145661157024,2237.481809358056,1863.479116692794,-608.3674,69.633766,-6.209759,20.022776,-5.321331,-8.338808,-13.309638,-13.0415535,-2.9279008,-6.9392037,-1.0007164,0.6741689,-10.487827
03-01-04-02-01-01-07,sad,3.93725,0.0037059702444821596,0.14774051789314516,2128.507407785549,1795.9816047229106,-580.28516,66.922935,-12.013568,22.106237,0.9550851,-19.806356,-13.082527,-16.30453,-14.811591,-11.048223,-9.902326,-1.5700756,-10.8766985
03-01-04-02-01-02-07,sad,3.8371875,0.004418247379362583,0.09663899739583333,2044.9134255149422,1765.7818296929784,-590.6272,57.487125,-2.5982208,17.602419,-2.3365417,-14.96311,-7.7973075,-10.754214,-5.9322705,-5.9067426,-9.236555,1.3251015,-7.632188
03-01-04-02-02-01-07,sad,3.637,0.006667749024927616,0.12272135416666667,2122.127202999039,1882.6618493373705,-552.5337,51.225616,-0.13768445,12.664219,2.9598718,-11.717396,-15.076964,-9.395454,-10.593442,-8.030372,-8.093354,2.3962328,-8.221913
03-01-04-02-02-02-07,sad,3.8371875,0.0053938450291752815,0.1388671875,2442.6621685912837,1903.0892764605078,-585.2582,53.55883,-1.8632077,16.306028,1.5660232,-17.896109,-10.525303,-15.190293,-11.022764,-5.4231114,-10.672439,0.26377475,-10.803953
03-01-05-01-01-01-07,angry,4.004,0.013530492782592773,0.10853794642857142,2071.9052070397074,1783.8199844803291,-494.13242,42.734352,-9.302619,19.150787,-5.8551903,-2.8311033,-7.397108,-9.492066,3.7125554,-0.8823385,-3.283554,8.694201,-6.9923477
03-01-05-01-01-02-07,angry,3.9706875,0.030411334708333015,0.09852734375,2012.7978896568397,1825.7967894782767,-419.08862,35.6023,-12.440352,17.017765,-9.36529,-8.706747,-4.3842225,-7.223743,1.272233,-2.1152573,-2.849351,3.8794444,-6.7774673
03-01-05-01-02-01-07,angry,4.004,0.004450927022844553,0.1138702876984127,1812.4941256511388,1508.0702239964946,-578.1137,54.227463,4.2838683,18.604967,-2.385696,-3.0095754,-9.24844,-9.089721,-0.7426127,-4.297802,-3.0253673,5.626573,-8.647318
03-01-05-01-02-02-07,angry,4.004,0.010917263105511665,0.10678245907738096,2198.709997977132,1700.523708284605,-496.98203,44.604248,-2.386493,14.892812,-10.577418,-7.048359,-11.376457,-7.137722,-1.5967098,-4.7713866,-0.9482846,1.0916957,-7.4274106
03-01-05-02-01-01-07,angry,3.603625,0.024490728974342346,0.0942296391039823,1631.0811776912037,1692.7898795473945,-419.9231,39.73011,-6.0325313,19.897732,-2.8604193,-11.164401,-2.5482707,-5.229967,1.5356096,1.378388,0.5500074,7.862638,-1.6233726
03-01-05-02-01-02-07,angry,4.004,0.046506937593221664,0.11576528397817461,1863.5302593875924,1820.152538964848,-352.39304,28.10836,-12.748098,17.729156,-8.453262,-13.687288,0.45139015,-6.060003,0.45706835,-0.84524065,-2.3780787,3.733795,-3.990166
03-01-05-02-02-01-07,angry,3.8371875,0.06990517675876617,0.15515543619791666,2279.3227733260096,1908.2866090325308,-342.096,16.245117,-24.158785,8.627106,-12.676296,-13.717669,-7.738459,-16.52994,-0.32708028,-4.304187,-5.791549,0.49973977,-4.216602
03-01-05-02-02-02-07,angry,4.3376875,0.05926407128572464,0.14450611787683823,1913.2579800959656,1728.928952722612,-358.80728,23.144539,-19.902998,13.42794,-8.353949,-12.326613,-5.7314925,-15.886889,0.18460587,-0.93531305,-8.496338,2.9903905,-4.073771
03-01-06-01-01-01-07,fearful,3.4368125,0.003735665697604418,0.06923195167824074,1822.005377362736,1947.5714176916279,-633.18195,51.797104,-4.022366,16.643894,-1.6822075,-6.770926,-14.960392,-11.764649,-1.3759017,-3.0038023,-4.6225395,5.6554236,-2.004334
03-01-06-01-01-02-07,fearful,3.5035,0.004505542106926441,0.09891246448863636,2167.3028389988535,1936.8573463749651,-620.30035,48.522453,-10.643862,12.005729,-4.740553,-14.727357,-16.3711,-13.183697,-3.5643096,-5.524157,-6.79574,0.5248219,-10.407222
03-01-06-01-02-01-07,fearful,3.4368125,0.004134429153054953,0.0912769458912037,2179.7355439058406,1844.8925909480838,-641.2222,44.9021,-1.805171,13.246278,-1.9954562,-12.347168,-13.757676,-8.834966,-7.1025114,-2.672696,-2.9018428,0.36192563,-6.2479663
03-01-06-01-02-02-07,fearful,3.3700625,0.0037860730662941933,0.11417950324292453,2530.9846499761416,1944.360397551939,-630.6801,40.29082,-1.5823632,7.3816204,-6.161233,-12.837458,-18.45214,-11.041925,-8.843941,-9.344937,-4.325199,-3.5180683,-6.0467706
03-01-06-02-01-01-07,fearful,3.637,0.019024895504117012,0.14322488349780702,2236.6014811568994,1767.8862641252322,-467.9197,28.994938,-22.005949,4.920744,-13.396005,-18.371746,-16.309412,-14.035899,-11.626091,-9.710607,-5.241602,-1.9917395,-4.627582
03-01-06-02-01-02-07,fearful,3.470125,0.013353126123547554,0.13115503153669725,2356.060840139023,1927.1759914095408,-509.76047,27.314543,-14.162319,5.637643,-15.232341,-17.672998,-7.410618,-9.225287,-11.267187,-4.0356503,-10.194166,-2.3722272,-1.0920048
03-01-06-02-02-01-07,fearful,3.4034375,0.028483353555202484,0.15073287821261683,2409.150740797591,1843.7454734103214,-426.22128,19.214418,-20.096958,5.8389263,-13.317664,-20.684023,-17.495869,-14.276889,-9.58545,-9.143154,-5.1418757,-4.9232826,-6.391497
03-01-06-02-02-02-07,fearful,3.5035,0.029603229835629463,0.13819691051136362,2421.5669296745186,1914.8947204673882,-443.53574,20.374254,-19.745783,1.1643364,-15.870999,-16.19119,-16.22213,-13.449935,-6.886362,-7.434102,-2.3461535,-3.9256558,-3.3409278
03-01-07-01-01-01-07,disgust,3.536875,0.002140486380085349,0.08928068693693694,2000.403604978875,1556.9937104667408,-672.06744,47.470146,6.4142575,14.833903,-5.3080783,-9.304441,-6.7588825,-1.1897917,-4.6004286,-1.6713865,-2.2755902,-2.1774592,-1.0846713
03-01-07-01-01-02-07,disgust,3.5035,0.002562208566814661,0.10937943892045454,2490.059781183806,1916.662040733851,-640.1434,55.025036,1.7835972,16.356277,-6.792614,-11.269388,-8.037197,-1.0002806,-4.475963,-2.3977644,-1.8660654,-0.9441445,-4.367195
03-01-07-01-02-01-07,disgust,3.4368125,0.0016865688376128674,0.1088595920138889,2429.843771134863,1974.931912729154,-701.98956,62.761166,11.801169,16.425886,5.1283283,-3.8067613,-7.866311,2.898598,-1.0133338,0.2543739,0.5247476,2.98475,-0.9499266
03-01-07-01-02-02-07,disgust,3.536875,0.0028154831379652023,0.11408625422297297,1825.1716782944582,1461.614216210073,-660.6913,51.331978,8.337528,16.416716,-5.4266667,-10.168979,-4.3778133,-3.1627915,-7.9150186,-1.9839417,-4.199913,-1.3851992,-2.897918
03-01-07-02-01-01-07,disgust,4.1375,0.008941368199884892,0.0903057391826923,2287.910925532926,1935.440260529373,-526.5148,44.48506,4.465836,18.339153,-14.482466,-9.653538,0.6912719,-7.6656756,-8.333931,0.386382,-6.2807155,0.099673904,-4.354471
03-01-07-02-01-02-07,disgust,4.4044375,0.005346717778593302,0.1072661911231884,2399.33706233655,1996.793006419798,-566.5156,51.843723,11.372265,21.847229,-5.8895793,-9.905673,-0.3204596,-1.7683967,-7.1329103,4.9852138,-3.2925217,1.7111017,0.76157516
03-01-07-02-02-01-07,disgust,4.1375,0.0054196808487176895,0.13043118990384617,2153.6574860471023,1939.5042254529003,-571.8279,60.18019,16.917068,22.655184,-5.0523653,-9.316488,-3.1551697,-1.5862722,-10.081413,2.6718674,-3.246265,-1.0405344,0.36851034
03-01-07-02-02-02-07,disgust,4.7714375,0.00628025783225894,0.12715494791666668,2282.6066757094068,1891.9984740406019,-571.9759,51.179077,16.043608,15.61695,-7.3047347,-11.156524,-1.9409511,-6.308223,-11.330558,-0.69843227,-7.070918,-1.6959025,-4.8907475
03-01-08-01-01-01-07,surprised,3.470125,0.004120181314647198,0.08036930189220183,1804.7819007595465,1616.9541878964792,-626.84326,64.10092,2.0466008,16.713062,-4.450568,-6.5786242,-11.052749,-4.007892,-2.3739274,-7.2427206,-1.9270488,-3.3223634,-5.972656
03-01-08-01-01-02-07,surprised,3.536875,0.004888511262834072,0.08838330518018019,2072.887762916113,1757.7654372835977,-600.5005,57.666733,7.096482,15.829932,-6.145362,-9.097263,-7.270278,-2.075259,-5.002646,-5.0385838,-2.165922,-3.2705188,-3.1374795
03-01-08-01-02-01-07,surprised,3.4368125,0.004232173785567284,0.1002513744212963,2053.9090906257957,1848.5781401677805,-622.3253,67.07848,9.319533,16.737745,-3.216686,-6.030435,-8.241136,-1.8525747,-3.035264,-5.0598636,0.925627,-0.35727188,-5.9349055
03-01-08-01-02-02-07,surprised,3.4368125,0.004687395878136158,0.09875036168981481,2254.557071377569,1954.803796264828,-613.0395,64.253555,5.9189777,19.615286,-4.009525,-5.7522554,-8.478243,-4.1154523,-3.2322283,-6.9296603,0.31921574,-1.0350889,-5.2340784
03-01-08-02-01-01-07,surprised,3.8705625,0.012838118709623814,0.13820780604338842,2014.0380785944903,1786.3260119332754,-481.0398,47.51983,-0.4935835,10.21198,-8.217638,-11.2784,-12.911418,-7.934679,-6.3015103,-4.3644023,-4.517936,-1.9175706,-8.525362
03-01-08-02-01-02-07,surprised,3.637,0.005818129982799292,0.09733929550438597,2365.2941845206356,1988.8947485997608,-580.59705,48.52184,6.0480647,16.168291,-5.0880327,-10.697555,-8.587412,-5.337429,-6.0274086,-6.7786617,-3.978169,-3.7511199,-5.7634807
03-01-08-02-02-01-07,surprised,3.4368125,0.011893188580870628,0.1481662326388889,2319.451584561669,1983.7966153282298,-514.16797,42.367752,-1.0040717,10.778065,-7.367251,-12.644313,-15.18607,-7.5457153,-6.444826,-8.610241,-2.7226105,-4.2582912,-5.630289
03-01-08-02-02-02-07,surprised,3.470125,0.008120468817651272,0.07628386611238532,1456.767541316977,1283.7778843275785,-573.3147,46.848057,4.422488,12.2627325,-6.926546,-10.1811905,-9.866904,-5.10585,-4.9742427,-7.714664,-2.0002816,-3.0088804,-7.5432196
03-01-01-01-01-01-08,neutral,3.5035,0.002507410477846861,0.07931019176136364,1993.3250058333429,2070.7464879521667,-675.61633,60.059307,9.481594,22.731104,-1.0104924,8.002314,-7.620191,-1.8399067,-0.4062912,1.4561281,-3.6257386,1.7784585,1.7654151
03-01-01-01-01-02-08,neutral,3.637,0.0026694710832089186,0.07331928453947369,1896.584273170618,1971.5845052050365,-664.4366,62.84364,7.227554,22.929354,-2.454986,7.1595836,-5.8917665,-2.2494988,-0.7801703,0.77985317,-2.1400194,0.6177267,0.84609246
03-01-01-01-02-01-08,neutral,3.536875,0.0029786047525703907,0.08417352899774774,2029.9231630028767,2030.2187002849914,-666.2536,59.85496,10.241117,20.422903,-0.6358089,5.5935106,-8.833572,-4.547258,-2.8941956,-0.37727588,-3.6332192,1.3918241,-1.8923672
03-01-01-01-02-02-08,neutral,3.5035,0.002827137941494584,0.07310014204545455,1917.4681304383616,1998.6397326182664,-658.8855,59.848846,9.0564,20.25951,-0.07293304,7.187347,-7.151414,-3.763439,-0.9855969,2.2206974,-2.4427629,3.2417846,-1.3960441
03-01-02-01-01-01-08,calm,3.603625,0.0017713936977088451,0.07591261061946902,1888.0078487739252,2022.3853631945885,-687.9516,67.6149,11.245122,23.262403,1.1902525,8.083827,-5.56458,-3.2770147,-1.0998902,1.1759137,-5.353663,0.4256098,-1.4168589
03-01-02-01-01-02-08,calm,3.4034375,0.001639074762351811,0.0875529351635514,2099.0017706171,2064.723855738471,-701.5358,61.44667,14.5310335,21.224691,2.6371422,8.235839,-5.648635,-2.2788148,-1.6133846,1.1511959,-7.6418953,2.3754473,-0.46636316
03-01-02-01-02-01-08,calm,3.470125,0.001996260602027178,0.0817893491972477,1930.384804924131,2074.6136721389475,-688.22314,62.502567,19.29961,20.956944,4.7560945,9.746793,-6.6207433,-2.9874794,0.36179098,0.4743327,-4.5191345,2.7835662,-1.4159781
03-01-02-01-02-02-08,calm,3.470125,0.00176685128826648,0.0769737313646789,1978.4794963111833,2047.3116995010153,-700.646,61.72758,12.321372,24.550695,3.5531347,9.113766,-6.653597,-3.2625003,-1.8789656,1.1290028,-5.642584,2.9157505,-0.36954784
03-01-02-02-01-01-08,calm,3.637,0.0014620525762438774,0.09580163788377193,2051.3956999304173,2011.1896934688848,-691.8652,61.45869,12.390936,23.880766,0.9358977,9.457013,-2.0850673,-3.1102254,-2.2607632,1.3428594,-6.632244,1.390223,-0.87693805
03-01-02-02-01-02-08,calm,3.7370625,0.001527529675513506,0.08129674145299146,2020.4583836841052,2026.401753891887,-694.44946,60.536057,12.290043,20.735355,0.7196306,10.568483,-3.0178149,-2.128978,-1.382133,0.040267628,-7.570847,-0.8486531,-2.0484743
